AL	256315
AK	34317
AZ	322079
AR	176497
CA	1821657
CO	328498
CT	245651
DE	48899
FL	958801
GA	534528
HI	65657
ID	89298
IL	679664
IN	416087
IA	168542
KS	170007
KY	272390
LA	237157
ME	93750
MD	293847
MA	383198
MI	562926
MN	279389
MS	168587
MO	380200
MT	67704
NE	104995
NV	176102
NH	72372
NJ	447389
NM	120354
NY	1080405
NC	500926
ND	36502
OH	783880
OK	214762
OR	265897
PA	702195
RI	82139
SC	248767
SD	42890
TN	377249
TX	1164485
UT	174835
VT	39226
VA	424358
WA	1226158
WV	1739554
WI	356467
WY	36650
