AL	85724
AK	23016
AZ	133910
AR	66504
CA	948711
CO	128656
CT	89097
DE	18472
FL	325012
GA	241742
HI	15522
ID	28182
IL	368535
IN	173768
IA	75746
KS	74956
KY	121316
LA	32039
ME	34457
MD	121287
MA	161515
MI	343636
MN	118654
MS	106017
MO	162328
MT	19773
NE	37235
NV	49333
NH	26473
NJ	194436
NM	49164
NY	471952
NC	226978
ND	12263
OH	349878
OK	76493
OR	114294
PA	312389
RI	28743
SC	141778
SD	16688
TN	161946
TX	596290
UT	53927
VT	12375
VA	136222
WA	454719
WV	676739
WI	143993
WY	10177
